Population size,"33,810",Ancestral population size
Population size,"56,981",Pop. size during 1st time interval
Population size,"85,228",Pop. size during 2nd time interval
Population size,"87,426",Pop. size during 3rd time interval
Population size,"83,576",Pop. size during 4th time interval
Population size,"80,651",Pop. size during 5th time interval
Population size,"69,328",Pop. size during 6th time interval
Population size,"56,775",Pop. size during 7th time interval
Population size,"47,892",Pop. size during 8th time interval
Population size,"35,998",Pop. size during 9th time interval
Population size,"24,300",Pop. size during 10th time interval
Population size,"16,441",Pop. size during 11th time interval
Population size,"12,042",Pop. size during 12th time interval
Population size,"10,827",Pop. size during 13th time interval
Population size,"6,837",Pop. size during 14th time interval
Population size,"4,836",Pop. size during 15th time interval
Population size,"2,558",Pop. size during 16th time interval
Population size,"1,224",Pop. size during 17th time interval
Population size,"709",Pop. size during 18th time interval
Population size,"412",Pop. size during 19th time interval
Population size,"291",Pop. size during 20th time interval
Time (gen.),"129,999",Begining of 1st time interval
Time (gen.),"83,043",Begining of 2nd time interval
Time (gen.),"53,045",Begining of 3rd time interval
Time (gen.),"33,881",Begining of 4th time interval
Time (gen.),"21,638",Begining of 5th time interval
Time (gen.),"13,817",Begining of 6th time interval
Time (gen.),"8,821",Begining of 7th time interval
Time (gen.),"5,629",Begining of 8th time interval
Time (gen.),"3,590",Begining of 9th time interval
Time (gen.),"2,287",Begining of 10th time interval
Time (gen.),"1,455",Begining of 11th time interval
Time (gen.),"923",Begining of 12th time interval
Time (gen.),"584",Begining of 13th time interval
Time (gen.),"367",Begining of 14th time interval
Time (gen.),"228",Begining of 15th time interval
Time (gen.),"139",Begining of 16th time interval
Time (gen.),"83",Begining of 17th time interval
Time (gen.),"47",Begining of 18th time interval
Time (gen.),"24",Begining of 19th time interval
Time (gen.),"9",Begining of 20th time interval
Generation time (yrs.),5,Generation time
Mutation rate,1e-8,Per-base per-generation mutation rate
Recombination rate,5.00e-9,Per-base per-generation recombination rate
