Population size,152757,Ancestral population size
Population size,152757,Pop. size during 1st time interval
Population size,152757,Pop. size during 2nd time interval
Population size,152757,Pop. size during 3rd time interval
Population size,407105,Pop. size during 4th time interval
Population size,407105,Pop. size during 5th time interval
Population size,400867,Pop. size during 6th time interval
Population size,359368,Pop. size during 7th time interval
Population size,302950,Pop. size during 8th time interval
Population size,245823,Pop. size during 9thtime interval
Population size,194969,Pop. size during 10th time interval
Population size,151909,Pop. size during 11th time interval
Population size,116547,Pop. size during 12th time interval
Population size,88494,Pop. size during 13th time interval
Population size,67725,Pop. size during 14th time interval
Population size,54304,Pop. size during 15th time interval
Population size,47001,Pop. size during 16th time interval
Population size,43933,Pop. size during 17th time interval
Population size,43467,Pop. size during 18th time interval
Population size,43874,Pop. size during 19th time interval
Population size,42857,Pop. size during 20th time interval
Population size,38441,Pop. size during 21th time interval
Population size,30806,Pop. size during 22th time interval
Population size,22556,Pop. size during 23th time interval
Population size,16339,Pop. size during 24th time interval
Population size,13023,Pop. size during 25th time interval
Population size,12259,Pop. size during 26th time interval
Population size,13588,Pop. size during 27th time interval
Population size,16747,Pop. size during 28th time interval
Population size,21219,Pop. size during 29th time interval
Population size,25399,Pop. size during 30th time interval
Population size,26648,Pop. size during 31th time interval
Population size,23546,Pop. size during 32th time interval
Population size,17741,Pop. size during 33th time interval
Population size,12072,Pop. size during 34th time interval
Population size,7990,Pop. size during 35th time interval
Population size,5506,Pop. size during 36th time interval
Population size,4177,Pop. size during 37th time interval
Population size,3643,Pop. size during 38th time interval
Population size,3751,Pop. size during 39th time interval
Population size,4605,Pop. size during 40th time interval
Population size,6695,Pop. size during 41th time interval
Population size,11222,Pop. size during 42th time interval
Population size,20382,Pop. size during 43th time interval
Population size,36220,Pop. size during 44th time interval
Population size,55959,Pop. size during 45th time interval
Population size,68111,Pop. size during 46th time interval
Population size,61935,Pop. size during 47th time interval
Population size,42715,Pop. size during 48th time interval
Population size,25527,Pop. size during 49th time interval
Population size,16254,Pop. size during 50th time interval
Population size,12104,Pop. size during 51th time interval
Population size,9960,Pop. size during 52th time interval
Population size,9029,Pop. size during 53th time interval
Population size,8035,Pop. size during 54th time interval
Population size,8931,Pop. size during 55th time interval
Population size,179912,Pop. size during 56th time interval
Time (yrs.),807711,Begining of 1st time interval
Time (yrs.),697702,Begining of 2nd time interval
Time (yrs.),602670,Begining of 3rd time interval
Time (yrs.),520579,Begining of 4th time interval
Time (yrs.),449667,Begining of 5th time interval
Time (yrs.),388409,Begining of 6th time interval
Time (yrs.),335491,Begining of 7th time interval
Time (yrs.),289781,Begining of 8th time interval
Time (yrs.),250293,Begining of 9th time interval
Time (yrs.),216182,Begining of 10th time interval
Time (yrs.),186716,Begining of 11th time interval
Time (yrs.),161262,Begining of 12th time interval
Time (yrs.),139274,Begining of 13th time interval
Time (yrs.),120280,Begining of 14th time interval
Time (yrs.),103872,Begining of 15th time interval
Time (yrs.),89698,Begining of 16th time interval
Time (yrs.),77455,Begining of 17th time interval
Time (yrs.),66878,Begining of 18th time interval
Time (yrs.),57741,Begining of 19th time interval
Time (yrs.),49849,Begining of 20th time interval
Time (yrs.),43031,Begining of 21th time interval
Time (yrs.),37142,Begining of 22th time interval
Time (yrs.),32054,Begining of 23th time interval
Time (yrs.),27659,Begining of 24th time interval
Time (yrs.),23863,Begining of 25th time interval
Time (yrs.),20583,Begining of 26th time interval
Time (yrs.),17750,Begining of 27th time interval
Time (yrs.),15303,Begining of 28th time interval
Time (yrs.),13189,Begining of 29th time interval
Time (yrs.),11363,Begining of 30th time interval
Time (yrs.),9785,Begining of 31th time interval
Time (yrs.),8423,Begining of 32th time interval
Time (yrs.),7246,Begining of 33th time interval
Time (yrs.),6229,Begining of 34th time interval
Time (yrs.),5350,Begining of 35th time interval
Time (yrs.),4591,Begining of 36th time interval
Time (yrs.),3936,Begining of 37th time interval
Time (yrs.),3370,Begining of 38th time interval
Time (yrs.),2881,Begining of 39th time interval
Time (yrs.),2458,Begining of 40th time interval
Time (yrs.),2093,Begining of 41th time interval
Time (yrs.),1778,Begining of 42th time interval
Time (yrs.),1505,Begining of 43th time interval
Time (yrs.),1270,Begining of 44th time interval
Time (yrs.),1067,Begining of 45th time interval
Time (yrs.),891,Begining of 46th time interval
Time (yrs.),740,Begining of 47th time interval
Time (yrs.),609,Begining of 48th time interval
Time (yrs.),495,Begining of 49th time interval
Time (yrs.),398,Begining of 50th time interval
Time (yrs.),313,Begining of 51th time interval
Time (yrs.),240,Begining of 52th time interval
Time (yrs.),177,Begining of 53th time interval
Time (yrs.),123,Begining of 54th time interval
Time (yrs.),76,Begining of 55th time interval
Time (yrs.),35,Begining of 56th time interval
Time (yrs.),0,Begining of 57th time interval
Generation time (yrs.),1,Average generation interval
Mutation rate,5.7e-9,Per-base per-generation mutation rate
